U+1F3BF 	SKI AND SKI BOOT 	🎿 	view
U+1F3C0 	BASKETBALL AND HOOP 	🏀 	view
U+1F3C1 	CHEQUERED FLAG 	🏁 	view
U+1F3C2 	SNOWBOARDER 	🏂 	view
U+1F3C3 	RUNNER 	🏃 	view
U+1F3C4 	SURFER 	🏄 	view
U+1F3C6 	TROPHY 	🏆 	view
U+1F3C7 	HORSE RACING 	🏇 	view
U+1F3C8 	AMERICAN FOOTBALL 	🏈 	view
U+1F3C9 	RUGBY FOOTBALL 	🏉 	view
U+1F3CA 	SWIMMER 	🏊 	view
U+1F3E0 	HOUSE BUILDING 	🏠 	view
U+1F3E1 	HOUSE WITH GARDEN 	🏡 	view
U+1F3E2 	OFFICE BUILDING 	🏢 	view
U+1F3E3 	JAPANESE POST OFFICE 	🏣 	view
U+1F3E4 	EUROPEAN POST OFFICE 	🏤 	view
U+1F3E5 	HOSPITAL 	🏥 	view
U+1F3E6 	BANK 	🏦 	view
U+1F3E7 	AUTOMATED TELLER MACHINE 	🏧 	view
U+1F3E8 	HOTEL 	🏨 	view
U+1F3E9 	LOVE HOTEL 	🏩 	view
U+1F3EA 	CONVENIENCE STORE 	🏪 	view
U+1F3EB 	SCHOOL 	🏫 	view
U+1F3EC 	DEPARTMENT STORE 	🏬 	view
U+1F3ED 	FACTORY 	🏭 	view
U+1F3EE 	IZAKAYA LANTERN 	🏮 	view
U+1F3EF 	JAPANESE CASTLE 	🏯 	view
U+1F3F0 	EUROPEAN CASTLE 	🏰 	view
