U+1F63D 	KISSING CAT FACE WITH CLOSED EYES 	😽 	view
U+1F63E 	POUTING CAT FACE 	😾 	view
U+1F63F 	CRYING CAT FACE 	😿 	view
U+1F640 	WEARY CAT FACE 	🙀 	view
U+1F645 	FACE WITH NO GOOD GESTURE 	🙅 	view
U+1F646 	FACE WITH OK GESTURE 	🙆 	view
U+1F647 	PERSON BOWING DEEPLY 	🙇 	view
U+1F648 	SEE-NO-EVIL MONKEY 	🙈 	view
U+1F649 	HEAR-NO-EVIL MONKEY 	🙉 	view
U+1F64A 	SPEAK-NO-EVIL MONKEY 	🙊 	view
U+1F64B 	HAPPY PERSON RAISING ONE HAND 	🙋 	view
U+1F64C 	PERSON RAISING BOTH HANDS IN CELEBRATION 	🙌 	view
U+1F64D 	PERSON FROWNING 	🙍 	view
U+1F64E 	PERSON WITH POUTING FACE 	🙎 	view
U+1F64F 	PERSON WITH FOLDED HANDS 	🙏 	view
U+1F680 	ROCKET 	🚀 	view
U+1F681 	HELICOPTER 	🚁 	view
U+1F682 	STEAM LOCOMOTIVE 	🚂 	view
U+1F683 	RAILWAY CAR 	🚃 	view
U+1F684 	HIGH-SPEED TRAIN 	🚄 	view
U+1F685 	HIGH-SPEED TRAIN WITH BULLET NOSE 	🚅 	view
U+1F686 	TRAIN 	🚆 	view
U+1F687 	METRO 	🚇 	view
U+1F688 	LIGHT RAIL 	🚈 	view
U+1F689 	STATION 	🚉 	view
U+1F68A 	TRAM 	🚊 	view
U+1F68B 	TRAM CAR 	🚋 	view
U+1F68C 	BUS 	🚌 	view
U+1F68D 	ONCOMING BUS 	🚍 	view
U+1F68E 	TROLLEYBUS 	🚎 	view
U+1F68F 	BUS STOP 	🚏 	view
U+1F690 	MINIBUS 	🚐 	view
U+1F691 	AMBULANCE 	🚑 	view
U+1F692 	FIRE ENGINE 	🚒 	view
U+1F693 	POLICE CAR 	🚓 	view
U+1F694 	ONCOMING POLICE CAR 	🚔 	view
U+1F695 	TAXI 	🚕 	view
U+1F696 	ONCOMING TAXI 	🚖 	view
U+1F697 	AUTOMOBILE 	🚗 	view
U+1F698 	ONCOMING AUTOMOBILE 	🚘 	view
U+1F699 	RECREATIONAL VEHICLE 	🚙 	view
U+1F69A 	DELIVERY TRUCK 	🚚 	view
U+1F69B 	ARTICULATED LORRY 	🚛 	view
U+1F69C 	TRACTOR 	🚜 	view
U+1F69D 	MONORAIL 	🚝 	view
U+1F69E 	MOUNTAIN RAILWAY 	🚞 	view
U+1F69F 	SUSPENSION RAILWAY 	🚟 	view
U+1F6A0 	MOUNTAIN CABLEWAY 	🚠 	view
U+1F6A1 	AERIAL TRAMWAY 	🚡 	view
U+1F6A2 	SHIP 	🚢 	view
U+1F6A3 	ROWBOAT 	🚣 	view
U+1F6A4 	SPEEDBOAT 	🚤 	view
U+1F6A5 	HORIZONTAL TRAFFIC LIGHT 	🚥 	view
U+1F6A6 	VERTICAL TRAFFIC LIGHT 	🚦 	view
U+1F6A7 	CONSTRUCTION SIGN 	🚧 	view
U+1F6A8 	POLICE CARS REVOLVING LIGHT 	🚨 	view
U+1F6A9 	TRIANGULAR FLAG ON POST 	🚩 	view
U+1F6AA 	DOOR 	🚪 	view
U+1F6AB 	NO ENTRY SIGN 	🚫 	view
U+1F6AC 	SMOKING SYMBOL 	🚬 	view
U+1F6AD 	NO SMOKING SYMBOL 	🚭 	view
U+1F6AE 	PUT LITTER IN ITS PLACE SYMBOL 	🚮 	view
U+1F6AF 	DO NOT LITTER SYMBOL 	🚯 	view
U+1F6B0 	POTABLE WATER SYMBOL 	🚰 	view
U+1F6B1 	NON-POTABLE WATER SYMBOL 	🚱 	view
U+1F6B2 	BICYCLE 	🚲 	view
U+1F6B3 	NO BICYCLES 	🚳 	view
U+1F6B4 	BICYCLIST 	🚴 	view
U+1F6B5 	MOUNTAIN BICYCLIST 	🚵 	view
U+1F6B6 	PEDESTRIAN 	🚶 	view
U+1F6B7 	NO PEDESTRIANS 	🚷 	view
U+1F6B8 	CHILDREN CROSSING 	🚸 	view
U+1F6B9 	MENS SYMBOL 	🚹 	view
U+1F6BA 	WOMENS SYMBOL 	🚺 	view
U+1F6BB 	RESTROOM 	🚻 	view
U+1F6BC 	BABY SYMBOL 	🚼 	view
U+1F6BD 	TOILET 	🚽 	view
U+1F6BE 	WATER CLOSET 	🚾 	view
U+1F6BF 	SHOWER 	🚿 	view
U+1F6C0 	BATH 	🛀 	view
U+1F6C1 	BATHTUB 	🛁 	view
U+1F6C2 	PASSPORT CONTROL 	🛂 	view
U+1F6C3 	CUSTOMS 	🛃 	view
U+1F6C4 	BAGGAGE CLAIM 	🛄 	view
U+1F6C5 	LEFT LUGGAGE 	🛅 	view
